id,restaurant_id,restaurant,name,description,price,spicy,vegetarian,popular
r-017-i-033,r-017,Tandoor Express,Classic Aloo Gobi,Potato and cauliflower with turmeric,AED 75,false,true,false
r-017-i-034,r-017,Tandoor Express,Classic Biryani Chicken,Fragrant basmati with marinated chicken,AED 83,true,false,true
r-017-i-035,r-017,Tandoor Express,Classic Biryani Lamb,Layered basmati rice with spiced lamb,AED 45,true,false,false
r-017-i-036,r-017,Tandoor Express,Classic Biryani Vegetable,Mixed vegetable biryani with raita,AED 39,false,true,false
r-017-i-037,r-017,Tandoor Express,Classic Garlic Naan,Tandoor-baked bread brushed with garlic butter,AED 48,false,true,false
r-017-i-038,r-017,Tandoor Express,Classic Butter Naan,Soft flatbread brushed with ghee,AED 74,false,true,false
r-017-i-039,r-017,Tandoor Express,Classic Tandoori Roti,Whole wheat flatbread from the tandoor,AED 29,false,true,false
r-017-i-040,r-017,Tandoor Express,Classic Samosa,Crispy pastry with spiced potato and peas,AED 69,false,true,false
r-017-i-041,r-017,Tandoor Express,Classic Onion Bhaji,Crispy onion fritters with chutney,AED 68,false,true,false
r-017-i-042,r-017,Tandoor Express,Classic Vegetable Pakora,Mixed vegetable fritters,AED 52,false,true,false
r-017-i-043,r-017,Tandoor Express,Classic Chicken 65,Fiery South Indian fried chicken,AED 20,true,false,false
r-017-i-044,r-017,Tandoor Express,Classic Tandoori Chicken,Charred yogurt-marinated chicken,AED 49,true,false,false
r-017-i-045,r-017,Tandoor Express,Classic Mango Lassi,Sweet yogurt drink with Alphonso mango,AED 32,false,true,false
r-017-i-046,r-017,Tandoor Express,Classic Masala Chai,Spiced milk tea,AED 93,false,true,false
r-017-i-047,r-017,Tandoor Express,Classic Gulab Jamun,Milk dumplings in rose syrup,AED 58,false,true,false
r-017-i-048,r-017,Tandoor Express,Classic Kheer,Cardamom rice pudding with pistachio,AED 27,false,true,false
r-017-i-049,r-017,Tandoor Express,Classic Kulfi,Traditional Indian ice cream with saffron,AED 29,false,true,false
r-018-i-000,r-018,Curry Leaf,Butter Chicken,Tandoori chicken in creamy tomato gravy,AED 59,false,false,false
r-018-i-001,r-018,Curry Leaf,Chicken Tikka Masala,Grilled chicken in spiced tomato cream sauce,AED 82,true,false,true
r-018-i-002,r-018,Curry Leaf,Lamb Rogan Josh,Slow-cooked lamb in Kashmiri chilli gravy,AED 23,true,false,true
r-018-i-003,r-018,Curry Leaf,Palak Paneer,Indian cheese in spiced spinach gravy,AED 62,false,true,false
r-018-i-004,r-018,Curry Leaf,Paneer Tikka,Grilled cottage cheese with bell peppers,AED 73,false,true,false
r-018-i-005,r-018,Curry Leaf,Chana Masala,Spiced chickpea curry,AED 64,true,true,false
r-018-i-006,r-018,Curry Leaf,Dal Makhani,Slow-cooked black lentils with cream,AED 21,false,true,true
r-018-i-007,r-018,Curry Leaf,Dal Tadka,Yellow lentils tempered with cumin and garlic,AED 52,false,true,false
r-018-i-008,r-018,Curry Leaf,Aloo Gobi,Potato and cauliflower with turmeric,AED 69,false,true,false
r-018-i-009,r-018,Curry Leaf,Biryani Chicken,Fragrant basmati with marinated chicken,AED 78,true,false,false
r-018-i-010,r-018,Curry Leaf,Biryani Lamb,Layered basmati rice with spiced lamb,AED 82,true,false,false
r-018-i-011,r-018,Curry Leaf,Biryani Vegetable,Mixed vegetable biryani with raita,AED 35,false,true,false
r-018-i-012,r-018,Curry Leaf,Garlic Naan,Tandoor-baked bread brushed with garlic butter,AED 28,false,true,false
r-018-i-013,r-018,Curry Leaf,Butter Naan,Soft flatbread brushed with ghee,AED 19,false,true,false
r-018-i-014,r-018,Curry Leaf,Tandoori Roti,Whole wheat flatbread from the tandoor,AED 78,false,true,true
r-018-i-015,r-018,Curry Leaf,Samosa,Crispy pastry with spiced potato and peas,AED 33,false,true,true
r-018-i-016,r-018,Curry Leaf,Onion Bhaji,Crispy onion fritters with chutney,AED 40,false,true,false
r-018-i-017,r-018,Curry Leaf,Vegetable Pakora,Mixed vegetable fritters,AED 78,false,true,false
r-018-i-018,r-018,Curry Leaf,Chicken 65,Fiery South Indian fried chicken,AED 22,true,false,false
r-018-i-019,r-018,Curry Leaf,Tandoori Chicken,Charred yogurt-marinated chicken,AED 93,true,false,false
r-018-i-020,r-018,Curry Leaf,Mango Lassi,Sweet yogurt drink with Alphonso mango,AED 47,false,true,true
r-018-i-021,r-018,Curry Leaf,Masala Chai,Spiced milk tea,AED 50,false,true,false
r-018-i-022,r-018,Curry Leaf,Gulab Jamun,Milk dumplings in rose syrup,AED 23,false,true,false
r-018-i-023,r-018,Curry Leaf,Kheer,Cardamom rice pudding with pistachio,AED 33,false,true,false
r-018-i-024,r-018,Curry Leaf,Kulfi,Traditional Indian ice cream with saffron,AED 86,false,true,true
r-018-i-025,r-018,Curry Leaf,Classic Butter Chicken,Tandoori chicken in creamy tomato gravy,AED 91,false,false,false
r-018-i-026,r-018,Curry Leaf,Classic Chicken Tikka Masala,Grilled chicken in spiced tomato cream sauce,AED 89,true,false,false
r-018-i-027,r-018,Curry Leaf,Classic Lamb Rogan Josh,Slow-cooked lamb in Kashmiri chilli gravy,AED 84,true,false,true
r-018-i-028,r-018,Curry Leaf,Classic Palak Paneer,Indian cheese in spiced spinach gravy,AED 15,false,true,true
r-018-i-029,r-018,Curry Leaf,Classic Paneer Tikka,Grilled cottage cheese with bell peppers,AED 94,false,true,false
r-018-i-030,r-018,Curry Leaf,Classic Chana Masala,Spiced chickpea curry,AED 45,true,true,false
r-018-i-031,r-018,Curry Leaf,Classic Dal Makhani,Slow-cooked black lentils with cream,AED 85,false,true,false
r-018-i-032,r-018,Curry Leaf,Classic Dal Tadka,Yellow lentils tempered with cumin and garlic,AED 93,false,true,true
r-018-i-033,r-018,Curry Leaf,Classic Aloo Gobi,Potato and cauliflower with turmeric,AED 92,false,true,false
r-018-i-034,r-018,Curry Leaf,Classic Biryani Chicken,Fragrant basmati with marinated chicken,AED 94,true,false,false
r-018-i-035,r-018,Curry Leaf,Classic Biryani Lamb,Layered basmati rice with spiced lamb,AED 73,true,false,false
r-018-i-036,r-018,Curry Leaf,Classic Biryani Vegetable,Mixed vegetable biryani with raita,AED 63,false,true,false
r-018-i-037,r-018,Curry Leaf,Classic Garlic Naan,Tandoor-baked bread brushed with garlic butter,AED 21,false,true,false
r-018-i-038,r-018,Curry Leaf,Classic Butter Naan,Soft flatbread brushed with ghee,AED 32,false,true,false
r-018-i-039,r-018,Curry Leaf,Classic Tandoori Roti,Whole wheat flatbread from the tandoor,AED 73,false,true,false
r-018-i-040,r-018,Curry Leaf,Classic Samosa,Crispy pastry with spiced potato and peas,AED 55,false,true,false
r-018-i-041,r-018,Curry Leaf,Classic Onion Bhaji,Crispy onion fritters with chutney,AED 52,false,true,false
r-018-i-042,r-018,Curry Leaf,Classic Vegetable Pakora,Mixed vegetable fritters,AED 52,false,true,false
r-018-i-043,r-018,Curry Leaf,Classic Chicken 65,Fiery South Indian fried chicken,AED 56,true,false,false
r-018-i-044,r-018,Curry Leaf,Classic Tandoori Chicken,Charred yogurt-marinated chicken,AED 28,true,false,false
r-018-i-045,r-018,Curry Leaf,Classic Mango Lassi,Sweet yogurt drink with Alphonso mango,AED 77,false,true,false
r-018-i-046,r-018,Curry Leaf,Classic Masala Chai,Spiced milk tea,AED 52,false,true,false
r-018-i-047,r-018,Curry Leaf,Classic Gulab Jamun,Milk dumplings in rose syrup,AED 27,false,true,false
r-018-i-048,r-018,Curry Leaf,Classic Kheer,Cardamom rice pudding with pistachio,AED 43,false,true,true
r-018-i-049,r-018,Curry Leaf,Classic Kulfi,Traditional Indian ice cream with saffron,AED 18,false,true,false
r-019-i-000,r-019,Spice Route,Butter Chicken,Tandoori chicken in creamy tomato gravy,AED 53,false,false,false
r-019-i-001,r-019,Spice Route,Chicken Tikka Masala,Grilled chicken in spiced tomato cream sauce,AED 52,true,false,true
r-019-i-002,r-019,Spice Route,Lamb Rogan Josh,Slow-cooked lamb in Kashmiri chilli gravy,AED 32,true,false,false
r-019-i-003,r-019,Spice Route,Palak Paneer,Indian cheese in spiced spinach gravy,AED 77,false,true,false
r-019-i-004,r-019,Spice Route,Paneer Tikka,Grilled cottage cheese with bell peppers,AED 51,false,true,false
r-019-i-005,r-019,Spice Route,Chana Masala,Spiced chickpea curry,AED 23,true,true,false
r-019-i-006,r-019,Spice Route,Dal Makhani,Slow-cooked black lentils with cream,AED 76,false,true,false
r-019-i-007,r-019,Spice Route,Dal Tadka,Yellow lentils tempered with cumin and garlic,AED 42,false,true,true
r-019-i-008,r-019,Spice Route,Aloo Gobi,Potato and cauliflower with turmeric,AED 57,false,true,true
r-019-i-009,r-019,Spice Route,Biryani Chicken,Fragrant basmati with marinated chicken,AED 48,true,false,false
r-019-i-010,r-019,Spice Route,Biryani Lamb,Layered basmati rice with spiced lamb,AED 95,true,false,false
r-019-i-011,r-019,Spice Route,Biryani Vegetable,Mixed vegetable biryani with raita,AED 48,false,true,false
r-019-i-012,r-019,Spice Route,Garlic Naan,Tandoor-baked bread brushed with garlic butter,AED 25,false,true,false
r-019-i-013,r-019,Spice Route,Butter Naan,Soft flatbread brushed with ghee,AED 45,false,true,false
r-019-i-014,r-019,Spice Route,Tandoori Roti,Whole wheat flatbread from the tandoor,AED 63,false,true,false
r-019-i-015,r-019,Spice Route,Samosa,Crispy pastry with spiced potato and peas,AED 63,false,true,true
r-019-i-016,r-019,Spice Route,Onion Bhaji,Crispy onion fritters with chutney,AED 83,false,true,true
r-019-i-017,r-019,Spice Route,Vegetable Pakora,Mixed vegetable fritters,AED 82,false,true,false
r-019-i-018,r-019,Spice Route,Chicken 65,Fiery South Indian fried chicken,AED 61,true,false,false
r-019-i-019,r-019,Spice Route,Tandoori Chicken,Charred yogurt-marinated chicken,AED 82,true,false,false
r-019-i-020,r-019,Spice Route,Mango Lassi,Sweet yogurt drink with Alphonso mango,AED 91,false,true,false
r-019-i-021,r-019,Spice Route,Masala Chai,Spiced milk tea,AED 27,false,true,true
r-019-i-022,r-019,Spice Route,Gulab Jamun,Milk dumplings in rose syrup,AED 24,false,true,false
r-019-i-023,r-019,Spice Route,Kheer,Cardamom rice pudding with pistachio,AED 55,false,true,false
r-019-i-024,r-019,Spice Route,Kulfi,Traditional Indian ice cream with saffron,AED 58,false,true,false
r-019-i-025,r-019,Spice Route,Classic Butter Chicken,Tandoori chicken in creamy tomato gravy,AED 37,false,false,false
r-019-i-026,r-019,Spice Route,Classic Chicken Tikka Masala,Grilled chicken in spiced tomato cream sauce,AED 63,true,false,false
r-019-i-027,r-019,Spice Route,Classic Lamb Rogan Josh,Slow-cooked lamb in Kashmiri chilli gravy,AED 17,true,false,true
r-019-i-028,r-019,Spice Route,Classic Palak Paneer,Indian cheese in spiced spinach gravy,AED 54,false,true,false
r-019-i-029,r-019,Spice Route,Classic Paneer Tikka,Grilled cottage cheese with bell peppers,AED 78,false,true,false
r-019-i-030,r-019,Spice Route,Classic Chana Masala,Spiced chickpea curry,AED 89,true,true,false
r-019-i-031,r-019,Spice Route,Classic Dal Makhani,Slow-cooked black lentils with cream,AED 29,false,true,false
r-019-i-032,r-019,Spice Route,Classic Dal Tadka,Yellow lentils tempered with cumin and garlic,AED 90,false,true,false
r-019-i-033,r-019,Spice Route,Classic Aloo Gobi,Potato and cauliflower with turmeric,AED 62,false,true,false
r-019-i-034,r-019,Spice Route,Classic Biryani Chicken,Fragrant basmati with marinated chicken,AED 50,true,false,false
r-019-i-035,r-019,Spice Route,Classic Biryani Lamb,Layered basmati rice with spiced lamb,AED 76,true,false,false
r-019-i-036,r-019,Spice Route,Classic Biryani Vegetable,Mixed vegetable biryani with raita,AED 80,false,true,false
r-019-i-037,r-019,Spice Route,Classic Garlic Naan,Tandoor-baked bread brushed with garlic butter,AED 84,false,true,false
r-019-i-038,r-019,Spice Route,Classic Butter Naan,Soft flatbread brushed with ghee,AED 14,false,true,false
r-019-i-039,r-019,Spice Route,Classic Tandoori Roti,Whole wheat flatbread from the tandoor,AED 26,false,true,false
r-019-i-040,r-019,Spice Route,Classic Samosa,Crispy pastry with spiced potato and peas,AED 86,false,true,false
r-019-i-041,r-019,Spice Route,Classic Onion Bhaji,Crispy onion fritters with chutney,AED 92,false,true,true
r-019-i-042,r-019,Spice Route,Classic Vegetable Pakora,Mixed vegetable fritters,AED 72,false,true,false
r-019-i-043,r-019,Spice Route,Classic Chicken 65,Fiery South Indian fried chicken,AED 95,true,false,false
r-019-i-044,r-019,Spice Route,Classic Tandoori Chicken,Charred yogurt-marinated chicken,AED 86,true,false,false
r-019-i-045,r-019,Spice Route,Classic Mango Lassi,Sweet yogurt drink with Alphonso mango,AED 18,false,true,false
r-019-i-046,r-019,Spice Route,Classic Masala Chai,Spiced milk tea,AED 33,false,true,false
r-019-i-047,r-019,Spice Route,Classic Gulab Jamun,Milk dumplings in rose syrup,AED 91,false,true,false
r-019-i-048,r-019,Spice Route,Classic Kheer,Cardamom rice pudding with pistachio,AED 60,false,true,true
r-019-i-049,r-019,Spice Route,Classic Kulfi,Traditional Indian ice cream with saffron,AED 43,false,true,true
r-020-i-000,r-020,Punjab Grill,Butter Chicken,Tandoori chicken in creamy tomato gravy,AED 68,false,false,false
r-020-i-001,r-020,Punjab Grill,Chicken Tikka Masala,Grilled chicken in spiced tomato cream sauce,AED 31,true,false,false
r-020-i-002,r-020,Punjab Grill,Lamb Rogan Josh,Slow-cooked lamb in Kashmiri chilli gravy,AED 38,true,false,false
r-020-i-003,r-020,Punjab Grill,Palak Paneer,Indian cheese in spiced spinach gravy,AED 90,false,true,false
r-020-i-004,r-020,Punjab Grill,Paneer Tikka,Grilled cottage cheese with bell peppers,AED 19,false,true,false
r-020-i-005,r-020,Punjab Grill,Chana Masala,Spiced chickpea curry,AED 78,true,true,true
r-020-i-006,r-020,Punjab Grill,Dal Makhani,Slow-cooked black lentils with cream,AED 53,false,true,false
r-020-i-007,r-020,Punjab Grill,Dal Tadka,Yellow lentils tempered with cumin and garlic,AED 73,false,true,false
r-020-i-008,r-020,Punjab Grill,Aloo Gobi,Potato and cauliflower with turmeric,AED 52,false,true,false
r-020-i-009,r-020,Punjab Grill,Biryani Chicken,Fragrant basmati with marinated chicken,AED 70,true,false,false
r-020-i-010,r-020,Punjab Grill,Biryani Lamb,Layered basmati rice with spiced lamb,AED 55,true,false,false
r-020-i-011,r-020,Punjab Grill,Biryani Vegetable,Mixed vegetable biryani with raita,AED 94,false,true,false
r-020-i-012,r-020,Punjab Grill,Garlic Naan,Tandoor-baked bread brushed with garlic butter,AED 45,false,true,false
r-020-i-013,r-020,Punjab Grill,Butter Naan,Soft flatbread brushed with ghee,AED 36,false,true,false
r-020-i-014,r-020,Punjab Grill,Tandoori Roti,Whole wheat flatbread from the tandoor,AED 47,false,true,false
r-020-i-015,r-020,Punjab Grill,Samosa,Crispy pastry with spiced potato and peas,AED 40,false,true,false
r-020-i-016,r-020,Punjab Grill,Onion Bhaji,Crispy onion fritters with chutney,AED 50,false,true,false
r-020-i-017,r-020,Punjab Grill,Vegetable Pakora,Mixed vegetable fritters,AED 38,false,true,false
r-020-i-018,r-020,Punjab Grill,Chicken 65,Fiery South Indian fried chicken,AED 74,true,false,false
r-020-i-019,r-020,Punjab Grill,Tandoori Chicken,Charred yogurt-marinated chicken,AED 56,true,false,false
r-020-i-020,r-020,Punjab Grill,Mango Lassi,Sweet yogurt drink with Alphonso mango,AED 47,false,true,false
r-020-i-021,r-020,Punjab Grill,Masala Chai,Spiced milk tea,AED 85,false,true,false
r-020-i-022,r-020,Punjab Grill,Gulab Jamun,Milk dumplings in rose syrup,AED 60,false,true,false
r-020-i-023,r-020,Punjab Grill,Kheer,Cardamom rice pudding with pistachio,AED 62,false,true,false
r-020-i-024,r-020,Punjab Grill,Kulfi,Traditional Indian ice cream with saffron,AED 30,false,true,false
r-020-i-025,r-020,Punjab Grill,Classic Butter Chicken,Tandoori chicken in creamy tomato gravy,AED 48,false,false,false
r-020-i-026,r-020,Punjab Grill,Classic Chicken Tikka Masala,Grilled chicken in spiced tomato cream sauce,AED 22,true,false,false
r-020-i-027,r-020,Punjab Grill,Classic Lamb Rogan Josh,Slow-cooked lamb in Kashmiri chilli gravy,AED 68,true,false,false
r-020-i-028,r-020,Punjab Grill,Classic Palak Paneer,Indian cheese in spiced spinach gravy,AED 73,false,true,false
r-020-i-029,r-020,Punjab Grill,Classic Paneer Tikka,Grilled cottage cheese with bell peppers,AED 80,false,true,false
r-020-i-030,r-020,Punjab Grill,Classic Chana Masala,Spiced chickpea curry,AED 83,true,true,false
r-020-i-031,r-020,Punjab Grill,Classic Dal Makhani,Slow-cooked black lentils with cream,AED 29,false,true,true
r-020-i-032,r-020,Punjab Grill,Classic Dal Tadka,Yellow lentils tempered with cumin and garlic,AED 87,false,true,false
r-020-i-033,r-020,Punjab Grill,Classic Aloo Gobi,Potato and cauliflower with turmeric,AED 18,false,true,false
r-020-i-034,r-020,Punjab Grill,Classic Biryani Chicken,Fragrant basmati with marinated chicken,AED 79,true,false,false
r-020-i-035,r-020,Punjab Grill,Classic Biryani Lamb,Layered basmati rice with spiced lamb,AED 41,true,false,true
r-020-i-036,r-020,Punjab Grill,Classic Biryani Vegetable,Mixed vegetable biryani with raita,AED 64,false,true,false
r-020-i-037,r-020,Punjab Grill,Classic Garlic Naan,Tandoor-baked bread brushed with garlic butter,AED 72,false,true,true
r-020-i-038,r-020,Punjab Grill,Classic Butter Naan,Soft flatbread brushed with ghee,AED 29,false,true,true
r-020-i-039,r-020,Punjab Grill,Classic Tandoori Roti,Whole wheat flatbread from the tandoor,AED 82,false,true,false
r-020-i-040,r-020,Punjab Grill,Classic Samosa,Crispy pastry with spiced potato and peas,AED 32,false,true,false
r-020-i-041,r-020,Punjab Grill,Classic Onion Bhaji,Crispy onion fritters with chutney,AED 72,false,true,false
r-020-i-042,r-020,Punjab Grill,Classic Vegetable Pakora,Mixed vegetable fritters,AED 37,false,true,false
r-020-i-043,r-020,Punjab Grill,Classic Chicken 65,Fiery South Indian fried chicken,AED 48,true,false,false
r-020-i-044,r-020,Punjab Grill,Classic Tandoori Chicken,Charred yogurt-marinated chicken,AED 94,true,false,true
r-020-i-045,r-020,Punjab Grill,Classic Mango Lassi,Sweet yogurt drink with Alphonso mango,AED 23,false,true,false
r-020-i-046,r-020,Punjab Grill,Classic Masala Chai,Spiced milk tea,AED 41,false,true,false
r-020-i-047,r-020,Punjab Grill,Classic Gulab Jamun,Milk dumplings in rose syrup,AED 16,false,true,false
r-020-i-048,r-020,Punjab Grill,Classic Kheer,Cardamom rice pudding with pistachio,AED 34,false,true,false
r-020-i-049,r-020,Punjab Grill,Classic Kulfi,Traditional Indian ice cream with saffron,AED 34,false,true,false
r-021-i-000,r-021,Wok This Way,Kung Pao Chicken,"Chicken, peanuts, dried chilli, Sichuan pepper",AED 49,true,false,false
